,Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type Apartment,House,Apartment,Apartment block,Bungalow,Castle,Chalet,Country house,Duplex,Exceptional property,Farmhouse,Ground floor,House,Kot,Loft,Manor house,Mansion,Other properties,Penthouse,Service flat,Studio,Town-house,Triplex,Villa,Antwerpen,Brussels,Henegouwen,Limburg,Luik,Luxemburg,Namen,Oost-vlaanderen,Vlaams-brabant,Waals-brabant,West-vlaanderen,Hyper equipped,Installed,Not installed,Semi equipped,USA hyper equipped,USA installed,USA semi equipped,USA uninstalled,Unknown_Kitchen_Type,Furnished_No,Unknown_Furnished,Furnished_Yes,Fireplace_No,Fireplace_Yes,HasGarden_No,HasGarden_Yes,HasTerrace_No,HasTerrace_Yes,Swimmingpool_No,Swimmingpool_Yes,As new,Good,Just renovated,To be done up,To renovate,To restore,Unknown
62,2,Apartment,Apartment,435000.0,1050,Brussels,115,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
63,2,Apartment,Apartment,297000.0,1850,Vlaams-brabant,95,Semi equipped,No,No,0,No,0,Yes,9,0,3,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
64,3,Apartment,Apartment,180000.0,1090,Brussels,90,Semi equipped,No,No,0,No,0,Yes,9,0,0,No,To renovate,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
65,2,Apartment,Apartment,360000.0,3370,Vlaams-brabant,120,Installed,No,No,0,No,0,No,0,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
66,2,Apartment,Apartment,495000.0,3000,Vlaams-brabant,80,Installed,No,No,0,No,0,Yes,10,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
67,4,House,House,259500.0,9600,Oost-vlaanderen,152,Not installed,No,No,0,Yes,149,Yes,15,216,2,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
68,2,Apartment,Apartment,245000.0,1160,Brussels,80,Semi equipped,No,No,0,No,0,Yes,16,0,4,No,To renovate,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
69,1,Apartment,Apartment,319000.0,3000,Vlaams-brabant,56,Installed,No,No,0,No,0,Yes,4,0,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
70,2,Apartment,Apartment,545000.0,1950,Vlaams-brabant,135,USA hyper equipped,Unknown_Furnished,No,0,No,0,No,0,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
71,2,Apartment,Apartment,185000.0,1140,Brussels,81,Semi equipped,No,No,0,No,0,Yes,10,0,2,No,To be done up,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
72,2,Apartment,Apartment,195000.0,4540,Luik,80,Installed,No,No,0,No,0,No,0,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
73,3,Apartment,Apartment,244000.0,2610,Antwerpen,120,Installed,Unknown_Furnished,No,0,No,0,No,0,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
74,3,Apartment,Apartment,244000.0,2610,Antwerpen,110,Semi equipped,Unknown_Furnished,No,0,No,0,No,0,0,3,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
75,3,Apartment,Apartment,246800.0,6880,Luxemburg,121,Installed,No,No,0,No,0,Yes,11,0,3,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
76,3,Apartment,Duplex,269000.0,9420,Oost-vlaanderen,136,Installed,No,No,0,No,0,No,0,0,1,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
77,2,Apartment,Apartment,315000.0,1140,Brussels,96,Hyper equipped,No,No,0,No,0,Yes,4,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
78,2,Apartment,Apartment,349000.0,1070,Brussels,111,Hyper equipped,No,No,0,No,0,No,0,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
79,2,Apartment,Penthouse,350000.0,1200,Brussels,93,Installed,No,No,0,No,0,Yes,8,0,2,No,To be done up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
80,2,Apartment,Apartment,390000.0,1050,Brussels,100,Installed,No,No,0,No,0,Yes,1,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
81,3,House,House,470000.0,1170,Brussels,130,Hyper equipped,No,No,0,Yes,30,No,0,83,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
82,2,Apartment,Apartment,501500.0,1160,Brussels,102,USA hyper equipped,No,No,0,No,0,Yes,25,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
83,2,Apartment,Apartment,975000.0,1000,Brussels,180,Hyper equipped,No,No,0,No,0,Yes,70,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
84,2,Apartment,Apartment,1537000.0,1050,Brussels,160,Hyper equipped,No,No,0,No,0,Yes,91,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
85,3,House,House,289000.0,8790,West-vlaanderen,120,Installed,No,No,0,No,0,No,0,311,3,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
86,3,Apartment,Apartment,358223.0,1070,Brussels,92,USA installed,No,No,0,No,0,Yes,8,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
87,2,Apartment,Apartment,575000.0,1040,Brussels,114,USA hyper equipped,No,No,0,No,0,Yes,4,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
89,2,Apartment,Apartment,299000.0,1500,Vlaams-brabant,75,Installed,No,No,0,No,0,Yes,8,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
90,3,Apartment,Apartment,459000.0,8370,West-vlaanderen,120,Installed,No,No,0,No,0,No,0,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
91,3,House,Mansion,220000.0,9600,Oost-vlaanderen,189,Installed,No,No,0,Yes,75,Yes,25,231,2,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
92,3,Apartment,Apartment block,399000.0,1070,Brussels,190,USA hyper equipped,No,No,0,No,0,Yes,5,50,2,No,Good,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
93,4,Apartment,Apartment,585000.0,1050,Brussels,170,Installed,No,No,0,No,0,Yes,10,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
94,4,House,House,620000.0,9600,Oost-vlaanderen,393,Hyper equipped,No,Yes,1,Yes,434,Yes,40,569,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
95,3,Apartment,Duplex,350000.0,1090,Brussels,139,Unknown_Kitchen_Type,No,No,0,No,0,Yes,13,0,2,No,To be done up,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
96,3,Apartment,Triplex,420000.0,1060,Brussels,130,Unknown_Kitchen_Type,No,No,0,No,0,No,0,0,2,No,To be done up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
97,3,Apartment,Ground floor,725000.0,1180,Brussels,150,USA hyper equipped,Unknown_Furnished,No,0,Yes,210,Yes,51,0,0,No,As new,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
98,4,House,Villa,629500.0,1700,Vlaams-brabant,320,Hyper equipped,No,No,0,No,0,No,0,1173,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
99,1,Apartment,Apartment,139000.0,1080,Brussels,41,Not installed,No,No,0,No,0,Yes,4,0,2,No,To be done up,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
100,4,House,House,280000.0,7911,Henegouwen,250,Semi equipped,No,Yes,1,No,0,No,0,1246,3,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
101,2,Apartment,Penthouse,295000.0,1080,Brussels,96,Hyper equipped,No,No,0,No,0,Yes,150,0,3,No,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
102,3,Apartment,Penthouse,299000.0,1702,Vlaams-brabant,115,Semi equipped,Unknown_Furnished,No,0,No,0,No,0,0,3,No,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
103,2,Apartment,Apartment,320000.0,1820,Vlaams-brabant,125,Unknown_Kitchen_Type,Unknown_Furnished,No,0,Yes,150,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
104,2,House,Bungalow,350000.0,4257,Luik,120,USA hyper equipped,No,No,0,Yes,600,No,0,990,4,No,As new,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
105,4,House,Exceptional property,1045000.0,1560,Vlaams-brabant,400,Hyper equipped,No,No,0,Yes,1000,Yes,88,1408,4,No,As new,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
106,2,Apartment,Apartment,189500.0,6880,Luxemburg,84,Hyper equipped,No,No,0,No,0,Yes,9,0,4,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
107,1,Apartment,Apartment,149000.0,4020,Luik,65,Unknown_Kitchen_Type,Unknown_Furnished,No,0,No,0,No,0,0,0,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
108,3,House,House,285000.0,4540,Luik,150,Installed,No,No,0,No,0,No,0,923,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
109,3,House,House,290000.0,2850,Antwerpen,112,Installed,No,No,0,Yes,74,No,0,137,3,No,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
110,4,House,House,595000.0,1040,Brussels,216,Unknown_Kitchen_Type,No,No,0,Yes,45,Yes,14,157,2,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
111,4,House,House,650000.0,1150,Brussels,192,Installed,No,No,0,Yes,90,No,0,189,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
112,5,House,House,745000.0,1210,Brussels,250,Hyper equipped,No,No,0,Yes,50,Yes,10,119,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
113,3,Apartment,Penthouse,270000.0,4400,Luik,160,Not installed,No,No,0,No,0,No,0,0,4,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
114,3,Apartment,Apartment,398000.0,1140,Brussels,115,Installed,Unknown_Furnished,No,0,No,0,Yes,10,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
115,3,Apartment,Apartment,98000.0,8800,West-vlaanderen,115,Unknown_Kitchen_Type,No,No,0,No,0,No,0,0,2,No,To renovate,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
116,0,Apartment,Studio,175000.0,1200,Brussels,38,Installed,No,No,0,No,0,Yes,6,0,2,No,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
117,1,Apartment,Apartment,194000.0,1435,Waals-brabant,62,USA installed,No,No,0,No,0,Yes,7,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
118,3,House,House,299000.0,8720,West-vlaanderen,135,Installed,No,No,0,No,0,No,0,115,2,No,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
119,3,Apartment,Apartment,385000.0,1410,Waals-brabant,118,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,14,0,4,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
120,3,Apartment,Penthouse,476000.0,1130,Brussels,148,USA hyper equipped,No,No,0,No,0,Yes,33,0,3,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
121,3,Apartment,Apartment,519000.0,1160,Brussels,127,USA hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
122,4,House,House,235000.0,5300,Namen,130,Installed,No,No,0,No,0,Yes,20,857,4,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
123,3,House,House,299000.0,1701,Vlaams-brabant,156,Not installed,No,No,0,Yes,80,Yes,11,153,2,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
124,5,House,Mansion,650000.0,7972,Henegouwen,350,Installed,No,No,0,No,0,No,0,3350,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
125,2,House,House,179000.0,9600,Oost-vlaanderen,145,Hyper equipped,No,No,0,No,0,Yes,28,140,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
126,4,Apartment,Apartment,550000.0,1180,Brussels,175,Hyper equipped,No,No,0,No,0,Yes,19,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
127,2,Apartment,Apartment,282000.0,1435,Waals-brabant,88,USA hyper equipped,Unknown_Furnished,No,0,No,0,Yes,9,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
128,3,House,House,110000.0,7860,Henegouwen,120,Semi equipped,No,No,0,No,0,No,0,179,2,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
129,3,House,House,199000.0,9404,Oost-vlaanderen,135,Semi equipped,No,No,0,No,0,No,0,361,3,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
130,4,House,House,515000.0,1700,Vlaams-brabant,210,Not installed,No,No,0,No,0,Yes,6,695,4,No,To renovate,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
131,5,House,Villa,1125000.0,1420,Waals-brabant,461,Hyper equipped,No,No,0,Yes,2974,Yes,45,3240,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
132,2,Apartment,Apartment,180000.0,4500,Luik,90,Semi equipped,No,No,0,No,0,No,0,0,4,No,To be done up,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
134,3,Apartment,Penthouse,565000.0,1080,Brussels,215,Hyper equipped,No,No,0,No,0,Yes,85,0,2,No,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
135,6,Apartment,Triplex,990000.0,1150,Brussels,485,Hyper equipped,No,No,0,No,0,Yes,16,0,2,No,Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
